,experiment_name,technician,tray,unique_id,species,region,sub_region,trip_location,SWFW,stock_origin,stock_over_60_prob,catch_date,Year,season,hatchery_wild,thermal_score,osmotic_score,IM_score,VDD_score,X,X.1,Overall.stress,Number.agents..1000,MRS.PC1,Inflammation.PC1,Immune.PC1,Chloride...H2EB1,Chloride...HLA2.G1,Chloride...ICLP2,Chloride...PSMB7..2,Chloride...PSMB8,General.Stress...HSC70,General.Stress...Hsp90,General.Stress...JUN,Growth...IGF.IR_sasa,Hypoxia...anillin,Hypoxia...CDKN1B,Hypoxia...claspin,Hypoxia...GPX3,Hypoxia...HIF1A_6,Hypoxia...kif4,Hypoxia...ncapd3,Hypoxia...ndc80,Hypoxia...RAMP1,Imminent.Mortality...ARRDC2,Imminent.Mortality...CLEC4E,Imminent.Mortality...GLUL,Imminent.Mortality...H1F0,Imminent.Mortality...IQGAP1,Imminent.Mortality...NUPR1,Imminent.Mortality...ODC1,Imminent.Mortality...TAGLN3,Immune.stimulation...B2M_sasa,Immune.stimulation...CD83_sasa,Immune.stimulation...hep_onmy,Immune.stimulation...IFNa_sasa2,Immune.stimulation...IgMs_onmy,Immune.stimulation...IL.15_onmy,Immune.stimulation...IL.1B_sa.om,Immune.stimulation...MHC.II.B,Immune.stimulation...RIG.I_sasa1,Immune.stimulation...SAA_onmy,Inflammation...ES1,Inflammation...GILT,Inflammation...IL.11_onmy,Inflammation...IL.17D_onmy,Inflammation...MMP13_sasa,Inflammation...MMP25,Inflammation...napepld,Inflammation...tgfb,Inflammation...txn,MRS...ATP5G3.C,MRS...C7,MRS...CA055640,MRS...FYB,MRS...HTA,MRS...IRF1,MRS...KRT8,MRS...PRAS,MRS...RPL6,MRS...SCG,Osmotic...CEBPB,Osmotic...CFTR.I_v1,Osmotic...FKBP5.v1,Osmotic...PRLR.v1,Osmotic...RGS21.v1,Osmotic...SHOP21,Stress.Mortality...HSP90ab1_15_v1,Stress.Mortality...LDH_1,Stress.Mortality...VEGFa_1,Thermal...EEF2.v1,Thermal...EF.2_14,Thermal...FKBP10_2,Thermal...FKBP10_4,Thermal...hsp70_6,Thermal...Hsp90AA1,Thermal...HSP90alike_6,Thermal...Map3k14_3,Thermal...SERPIN_20_v1,Thermal...SERPIN_9,Thermal...Sfrs9_1._v2,VDD...CA038063_MGL_1,VDD...DEXH_MGL_1,VDD...GAL3_MGL_2,VDD...IFI,VDD...IFI44A_MGL_2,VDD...IFIT5_MGL_2,VDD...MX_ONTS,VDD...RSAD,VDD...TRIM1,Bacterium...Candidatus.Branchiomonas.cysticola,Bacterium...Candidatus.Syngnamydia.salmonis,Bacterium...Flavobacterium.psychrophilum,Bacterium...Moritella.viscosa,Bacterium...Piscichlamydia.salmonis,Bacterium...Piscirickettsia.salmonis,Bacterium...Renibacterium.salmoninarum,Bacterium...Strawberry.disease...Rickettsia.like.organism.,Bacterium...Tenacibaculum.maritimum,HAB...Heterosigma.akashiwo,HAB...Pseudochattonella,Parasite...Ceratomyxa.shasta,Parasite...Dermocystidium.salmonis,Parasite...Facilispora.margolisi,Parasite...Ichthyobodo,Parasite...Ichthyophonus.hoferi,Parasite...Ichthyophthirius.multifiliis,Parasite...Kudoa.thyrsites,Parasite...Loma.salmonae,Parasite...Myxobolus.arcticus,Parasite...Myxobolus.insidiosus,Parasite...Nanophyetus.salmincola,Parasite...Nucleospora.salmonis,Parasite...Paranucleospora.theridion,Parasite...Parvicapsula.kabatai,Parasite...Parvicapsula.minibicornis,Parasite...Parvicapsula.pseudobranchicola,Parasite...Sphaerothecum.destruens,Parasite...Tetracapsuloides.bryosalmonae,Virus...Circo.virus,Virus...Cutthroat.trout.virus.2,Virus...Erythrocytic.necrosis.virus,Virus...Infectious.hematopoietic.necrosis.virus,Virus...Pacific.salmon.parvovirus,Virus...Picorna.virus,Virus...Piscine.orthoreovirus..1,Virus...putative.RNA.virus.1,Virus...Qin.virus,Virus...Rhabdo.virus,Virus...Salmon.pescarenavirus.1,Virus...Salmon.pescarenavirus.2,Virus...Viral.encephalopathy.and.retinopathy.virus,Virus...Viral.hemorrhagic.septicemia.virus,longitude,latitude,CU_ACRO,CU_NAME,JAZ,dist2fras,deg2samp
118,Onne FitChip 2020,TM,3990,1000-0391-118-1332_33,Sockeye,,,,FW,L Shuswap,Little Shuswap,9/19/14,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,-0.80898612,NA,NA,1.626148438,-0.19148449,-0.615751341,-1.323851969,-1.523880803,-0.325548453,-2.698564153,-1.754459253,-1.009853523,-0.423699093,-0.670187038,-0.533506343,-0.142416543,-2.662496603,0.727889227,-1.125385523,-1.598865833,-1.893151863,-1.593769803,-0.934283983,-1.275095668,-1.615953831,-1.356766376,-0.078614353,-0.040388412,0.329601819,-0.339707153,0.624286227,-3.644652598,-0.496669223,-2.666575599,-0.139945029,-0.286486573,-0.056208934,-1.685210093,-2.737322473,-2.493723703,-0.266699387,-1.263517743,-2.118648123,-0.159738114,1.232611817,1.773269387,0.762652807,0.152691587,-0.716640218,-0.597131333,1.095501557,0.448020697,0.014378777,-0.170675303,0.423431967,-0.545783873,-0.581582453,3.136805157,-0.497924073,-5.511656623,-4.43721607,0.282534137,-2.425753293,-0.805976353,-0.572138875,0.908223407,-0.312810053,-0.062448789,1.026714497,-2.091230098,-1.955262872,-3.253558447,-4.364938263,-1.706298983,-0.357797547,-1.989807263,-1.781109363,-0.754024213,0.233242004,-1.503097383,-1.277187973,-1.183243223,2.115896137,-1.279424033,1.134606287,-2.138119873,-0.12357756,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,62269.68446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,,NA,NA,Shuswap Complex-L,Shuswap Complex-L,STh+GStr,NA,NA
129,Onne FitChip 2020,TM,4005,1000-0391-118-1173_370,Sockeye,,,,FW,L Shuswap,L Shuswap,10/4/14,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,-0.843131574,NA,NA,-0.878817793,-0.619986925,-1.150511223,-0.360675817,-1.493884567,-0.778190607,2.560978203,-2.272607567,-1.280398397,-0.345568677,-3.362815617,-1.011437897,-1.195727047,-2.246976047,-0.371820997,-1.415173097,-1.819452697,-3.685382997,-0.891054727,-1.018913647,-1.012130093,-2.221248368,-1.588495701,0.097115793,-1.712056285,-0.717817051,-1.087334517,-0.765385877,-1.920056812,-0.500810167,-2.77281191,-1.53761558,-0.681466567,-1.324355412,-1.799522297,0.103726583,-0.484202547,-0.646913284,0.136391883,-2.263194207,1.408480643,0.709259313,-0.469061147,8.51E-05,0.292218463,-0.811796514,-1.325058527,-0.261404127,0.092012503,-0.335187237,-0.789520677,-0.551975731,-1.310141047,-1.624441247,1.960500943,-1.367750407,-6.289363443,-1.163430879,-1.728333087,-3.547423077,0.765005283,-1.375159187,0.868587163,-0.257789447,-0.058689808,-1.607703382,-4.437580845,-4.455183461,-2.803305587,0.435188763,0.457937013,-0.244256185,1.049550065,1.447024203,-1.46490521,0.373059189,-0.935518707,-1.839925648,-1.467357727,0.965303213,-1.181452607,0.098841193,-3.027694207,-1.44317148,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,748585.5611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,,NA,NA,Shuswap Complex-L,Shuswap Complex-L,STh+GStr,NA,NA
149,Onne FitChip 2020,TM,4002,1000-0391-118-1332_33,Sockeye,,,,FW,L Shuswap,Little Shuswap,9/19/14,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,-0.80898612,NA,NA,1.170121118,-0.712196504,-0.607523294,-1.991755874,-1.307469251,-0.250362701,-0.003545541,-2.619391691,-1.820426501,-0.793326581,-1.538551676,-0.653298221,-0.624029031,-3.077829701,-0.194821671,-1.711191161,-0.558092411,-1.902145491,-1.123332601,-0.384197251,-1.616405927,-1.835502456,-1.432771991,0.190506639,1.744905719,0.828236702,-0.533689091,1.026299649,-3.839289596,-1.190637821,-3.430885584,-1.252062575,-0.434575451,-0.526696802,-0.951866881,-1.777342481,-3.496673751,-0.472949959,-1.043088701,-2.018712061,-0.101999199,1.379463279,1.181986969,-0.327122451,-0.23211828,-1.378078802,-0.770568701,-1.291276711,0.507368829,0.748470389,-0.460285951,0.883778834,0.082534129,-0.074474981,3.144492389,0.056403399,-6.189604162,-3.397102133,-0.264163171,-1.712646251,0.890287909,-0.940694111,2.370777489,0.412307789,0.94331385,0.485749263,-2.631949912,-2.388659724,-3.325672549,-3.650220621,-1.821674511,-0.473047649,-1.758020041,-1.712519491,-1.583728794,-0.207366913,-0.335276701,-0.741023789,-0.671704041,2.035163449,-1.128066741,0.386062349,-2.743611181,-0.681359823,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,62269.68446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,,NA,NA,Shuswap Complex-L,Shuswap Complex-L,STh+GStr,NA,NA
154,Onne FitChip 2020,TM,3987,1000-0391-118-1113_378,Sockeye,,,,FW,L Adams,L Adams,10/4/14,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,0.130470799,NA,NA,-6.320578096,-2.714319973,-1.963909586,-2.362004609,-0.472379676,-1.020367126,1.650681764,-1.823187656,-1.968584736,-0.589308216,-1.58282574,-1.722890366,-0.705773086,-2.730760416,-0.550264086,-2.982530496,-2.538358916,-1.477396776,-0.658083816,1.996873457,-0.042247119,-1.136673206,-0.757546643,1.076435094,2.708071093,0.408936548,-1.603725906,0.441922204,-1.601416231,-1.686088836,-2.397719351,-0.781761602,3.275651314,-1.78967002,-1.540330896,0.879944626,-2.407940716,-1.783927807,3.021237814,-2.732218616,3.572220591,0.382327294,1.343953774,-0.244093086,-0.125192662,-2.046195114,0.808876744,-2.354277736,0.370059734,-0.389195906,-1.405910756,0.185981154,-1.018035246,-2.390505536,2.104165854,1.832669955,-8.309865086,2.283187153,-0.960013696,-0.872588816,-0.214751856,-1.294114906,0.163511574,-0.785145266,-0.34050025,-2.020643671,-4.510556331,-4.736824476,-1.179850886,-0.623408406,1.284282884,-0.533587726,0.735895534,1.600428744,-1.069785516,-0.2405635,-1.466748816,-3.173936848,-2.601440816,-0.944156696,-1.452917236,0.404178399,-1.052476956,-1.062955179,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,2.850725585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,,NA,NA,Shuswap-ES,Shuswap-ES,STh+GStr,NA,NA
158,Onne FitChip 2020,TM,4000,1000-0391-118-1040_286,Sockeye,,,,FW,L Adams,L Adams,9/27/14,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,1.947461634,NA,NA,-2.21691644,-2.091469369,-1.983436834,-1.123331523,0.715016921,-2.811608699,3.114554881,-2.184438529,-2.477935659,-1.653738759,0.467580681,-3.142589599,-2.745248819,-3.036243869,-3.783379939,-3.740712953,-2.004667839,-1.453776806,-0.231966609,0.484539081,0.650313648,0.495475797,-2.52866734,0.282881831,3.932464898,1.03875559,-0.548358259,0.262446441,-2.247951149,0.240085591,-2.137316481,-0.655931155,3.266139221,-2.291648627,-0.870327029,1.605235882,-0.909888849,-1.344378085,4.497335291,-2.262857219,2.744359445,1.506855091,-0.420279479,-0.779356969,1.210306763,-1.133117481,-0.421754519,-2.316143349,-0.933957019,-0.838421839,-1.935245839,0.547417873,-1.083502759,-1.041340729,2.425977761,2.989861315,-9.942397596,1.689184449,-2.874717319,-0.127874269,-1.852241319,-0.459262366,-1.467630339,0.347280791,-1.142844963,-2.864309345,-5.715836995,-4.611811459,-0.290795981,1.181105161,1.549732291,-1.999812641,-1.076646439,0.577953211,-0.240123018,0.590617418,-2.096660219,-1.877810817,-1.442968489,-3.283971009,-1.136387509,-1.197813889,-2.040924669,-0.838171366,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,10971.36953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,,NA,NA,Shuswap-ES,Shuswap-ES,STh+GStr,NA,NA
159,Onne FitChip 2020,TM,4002,1000-0391-118-1040_286,Sockeye,,,,FW,L Adams,L Adams,9/27/14,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,1.947461634,NA,NA,-1.364007983,-1.663207474,-0.675813552,-1.101353015,0.612463264,-1.620587006,5.249674454,-1.776152256,-2.588942166,0.963090324,0.094711602,-1.704910246,-2.173917206,-1.729145106,-3.031185856,-2.246126686,-0.631021336,0.348076054,0.387306664,1.546036144,0.893613712,-0.568931708,-1.750760306,0.928483914,6.232014966,3.46316709,0.181896144,1.497560234,-1.766306686,0.396203844,-1.219932339,0.202657163,4.152721994,-1.737102497,-1.048258986,1.834455637,-0.136862776,-0.461073748,4.529058274,-1.703022496,3.87720746,1.947010624,0.181733654,1.479245044,1.600383341,-0.337796225,1.444281704,-2.102542666,0.918415364,-0.181980186,-1.463661896,2.00393467,0.165951694,0.454568674,3.380086474,3.715300781,-8.799518847,2.117244957,-1.476466966,1.816233374,2.190084534,-0.956671156,3.137878434,2.420056074,-0.321424439,-1.872964823,-3.699595267,-3.840175869,-0.145635894,2.793133494,1.949300294,-2.284824574,-0.818351176,-0.185469376,0.653418151,1.259293126,-0.092931256,-1.223077424,0.189038894,0.566846044,-0.909951126,-1.140217786,-0.417311466,-0.230228758,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,10971.36953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,,NA,NA,Shuswap-ES,Shuswap-ES,STh+GStr,NA,NA
160,Onne FitChip 2020,TM,3986,1000-0391-118-1040_286,Sockeye,,,,FW,L Adams,L Adams,9/27/14,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,1.947461634,NA,NA,-2.521460815,-2.689681922,-1.467231831,-1.614048642,0.228355329,-2.047696711,1.262682119,-1.841448231,-2.980271401,-1.039695541,0.422510539,-2.793299561,-2.512497431,-2.687931561,-1.415143451,-3.114804921,-1.756183071,-0.041123221,-0.689295161,0.694433619,0.313112565,0.431191659,-1.997501295,0.280219759,3.817559873,1.26832049,-0.753322151,0.827007789,-2.213530676,-0.235100291,-2.780724408,-0.997508361,3.263702099,-2.998796763,-2.222339371,0.856402799,-1.282258551,-1.53161268,3.363808879,-2.354613571,3.154615745,0.669460059,0.231531549,0.014383109,0.612516802,-1.496521069,0.735306599,-1.834821141,-0.028480731,-1.473759991,-2.229069051,0.656754879,-1.806072631,-1.015246671,2.010346619,3.016311285,-9.036607121,1.909187039,-3.072165671,0.033281689,-0.390704961,-1.170524472,0.911934849,0.502890719,-1.499125138,-3.445216513,-5.112461789,-4.526714171,-0.915762601,1.236728729,1.649737299,-2.716196401,-1.068496981,-1.159841261,-0.869095151,0.91894572,-2.098061761,-2.482117467,-1.177444791,-0.190348251,-1.759164181,-1.125489241,-1.798124401,-1.039391832,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,10971.36953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,,NA,NA,Shuswap-ES,Shuswap-ES,STh+GStr,NA,NA
163,Onne FitChip 2020,TM,4005,1000-0021-118-3951,Sockeye,Alaska,Alaska,High Seas,SW,Chilko south,Chilko south,11/12/09,NA,4-Fall,Wild,0.4745,0.7407,0.6058,0.4055,NA,NA,1,1,-3.512181759,0.319150823,1.732134366,-0.129281047,0.360093287,1.684600294,0.562711973,1.047658947,-1.545675086,-4.017212946,-5.117460586,0.858998524,1.0546355,-0.338815319,1.222512154,0.880528784,1.476199054,-0.958992176,0.568745644,1.918447654,-0.005052586,-1.476390296,2.518245121,0.98293857,0.842560514,1.280755535,-0.852649166,1.08983388,0.717115622,-1.965355346,1.991734544,-3.745945271,-2.355436186,-1.938522902,-0.636818487,0.982395974,0.247804575,-3.775027866,-3.064649476,-4.291917056,2.151759508,-0.440453906,-2.569414026,-1.959948651,0.780356374,0.819986974,-0.195677036,-0.331089894,0.135001529,-0.126990936,1.285428614,1.435274954,2.104983104,1.098830514,0.73518728,1.448315334,-5.104912116,1.053726384,1.051186084,1.48134053,1.984134448,1.035711229,-4.255456096,0.541931194,0.491425797,2.633348544,1.391486064,0.936059246,0.593842491,0.909039089,0.62750465,0.067478345,-1.702590826,-0.517955636,1.852121817,-1.495873006,-0.432840556,0.143907033,0.256968343,-0.933100806,-1.99601762,0.908205838,0.092129354,1.334114904,-0.873310206,-0.997225846,0.322119888,381.4232521,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,4821.790268,0,0,0,0,0,0,220.8374126,0,0,0,0,0,0,0,0,0,-132.738,56.104,Chilko-ES,Chilko-ES,MFR+GStr,848999.3053,2.117719528
164,Onne FitChip 2020,TM,3994,1000-0042-118-0118,Sockeye,Freshwater,Lower Fraser River,Fraser River - Mission,FW,Chilko,Chilko,5/8/08,NA,2-Spring,Wild,0.0614,0.5235,0.295,0.4162,NA,NA,0,1,0.449894118,2.604228675,1.018197892,-1.462285863,-1.582286518,-2.179828996,-0.561584213,-0.046913001,-0.898198221,-4.342635361,-0.085741141,-1.086015351,-2.570961131,1.021915838,-1.811491631,-0.906824171,-0.664623711,-2.173014201,-1.429636151,-0.850794081,-3.061738396,1.020114909,-0.724911531,0.535675673,0.408459396,-1.033867015,0.212658179,0.77012475,-0.868821121,0.504274179,-0.252849221,-0.526598711,0.056124969,-0.928591345,0.357457769,-1.747319641,-1.293219747,-1.764347581,-2.770536681,-3.244754351,-1.395004845,-2.530973241,-1.263759211,-1.124579999,-1.131548861,0.263308759,-1.123936461,-1.365396182,-0.797627696,-0.355143121,-0.444001751,-0.426561361,0.047005069,0.962878119,-0.726141817,-0.886253691,-0.264621541,-0.570372231,-1.883921921,-2.080627531,0.49790663,-0.817992191,-2.092520711,-1.035941961,-1.310686369,-1.479978271,-0.923474751,-1.259121337,1.06992898,-0.608818455,-1.246224638,-1.134199871,-4.333076201,-2.840142621,-0.837521735,-2.893230241,-2.032820811,-0.042623171,-0.391204182,-1.048302721,-1.727245187,0.598387109,-2.022553691,-0.466175071,0.389395379,-1.093690651,-0.139170527,1943.268711,0,0,NA,0,0,0,9.001658474,NA,0,0,0,0,0,0,0,136.1625936,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,5.982499536,0,0,NA,0,0,NA,0,0,0,NA,NA,Chilko-S,Chilko-S,MFR+GStr,NA,NA
165,Onne FitChip 2020,TM,4000,1000-0021-118-4023,Sockeye,Alaska,Alaska,High Seas,SW,Chilko south,Low % Probability,11/15/09,NA,4-Fall,Wild,0.4427,0.5944,0.1451,0.1093,NA,NA,0,2,1.74596455,2.627516786,2.947742676,-0.174761976,-0.546894808,-1.624648777,-0.389070287,-0.937279318,-0.976592768,-1.801206178,-2.765823708,-0.316030118,0.054284073,-0.644097693,-0.293983468,-0.337665798,-0.816621498,0.476749342,-0.997253792,0.443206082,-1.229402495,-1.283484488,-1.439803208,-0.606310564,-0.501626983,-1.337891193,-0.923816518,1.231480923,-0.918053833,-1.410338238,-0.485954628,-3.766345998,-0.759367328,-3.09471619,-2.248468678,-1.426847428,-0.652672277,-0.565696098,-3.257306328,-4.107963278,-1.243194731,-0.918997168,-1.040772538,-3.150296133,-0.683747898,0.470227132,-0.777634428,-1.749342765,-1.272958065,-3.425520168,-1.565725278,-0.053906908,0.467538602,-0.958181208,0.350147608,-1.282704308,-3.852692688,-0.767078238,0.375956002,-1.416060901,-0.183682369,-1.511055238,-4.180478848,-1.564514548,-0.875928338,-2.220341638,-0.355563158,-0.834907309,-0.40001397,-0.73044272,-0.294344358,-1.287162485,-3.444550948,-0.554276698,0.561666206,-1.509762468,0.336525942,-1.232505879,-1.88597454,-2.671643138,-1.398314994,-2.631212038,-2.414048188,-1.263218578,-1.595189248,-4.309912558,-1.853734256,0,0.423796531,0,NA,0,0,0,0,0,36.28418385,0,0,0,1.32003064,0.133226998,0,0,0,0,860320.8046,0,0,NA,0,0,0,1142.684515,0,0,0,0,0,0,653.3064882,0,0,0,0,0,0,0,0,0,-131.215,55.959,Chilko-ES,Chilko-ES,MFR+GStr,842613.4229,1.521173889
166,Onne FitChip 2020,TM,3991,1000-0018-118-0710,Sockeye,Alaska,Alaska,High Seas,SW,L Adams,L Adams,10/16/08,NA,4-Fall,Wild,0.3613,0.6443,0.436,0.9076,NA,NA,1,1,-3.023502129,-2.140785469,-3.511483897,2.076454775,1.010584114,1.486688877,1.884612827,0.060766264,0.610034724,-0.493273976,0.296153954,0.641608834,0.212834954,1.343547724,-0.004011636,1.028501684,1.158750784,-0.379237216,0.194770744,0.240263884,1.685481758,0.195610204,0.054463604,1.227168899,0.347044054,1.092621837,0.133495614,1.176075139,1.310568776,2.395754314,0.967961704,0.693916204,1.697917544,0.623765222,1.674522029,0.287526334,1.340602316,0.881537744,-0.281735276,-1.390745676,2.067072826,1.632900734,1.378978484,-1.690351516,0.822602204,0.991350294,1.758944714,-0.59288083,0.195064056,0.053659184,0.957373814,1.064287944,0.927729584,1.139006084,0.473089877,1.102635694,0.949707404,1.737262464,1.723624849,0.662897704,1.453494086,-0.063009496,-0.146300666,1.166166504,0.365419183,1.159818604,0.950723444,0.365230327,1.26069396,0.367015381,1.515250229,-0.498511526,-1.464012596,-1.416300906,0.620823824,-0.790509076,-1.538618196,0.137769684,0.862924484,0.802449484,0.057040942,2.258882567,0.269808314,2.419890673,2.013603728,2.091495284,1.09778013,97078.57888,0,0,NA,0,0,0,0,NA,0,0,0,0,0,29.14538563,37.79047139,0,0,0,0,0,0,0,291.4843454,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,NA,0,0,0,-135.303,58.221,Shuswap-ES,Shuswap-ES,STh+GStr,901295.4268,4.892741563
167,Onne FitChip 2020,TM,4000,1000-0021-118-4013,Sockeye,Alaska,Alaska,High Seas,SW,Mitchell,Mitchell,11/14/09,NA,4-Fall,Wild,0.3212,0.5877,0.1258,0.2699,NA,NA,0,1,0.948377245,2.344042153,2.049234021,0.304117021,-1.125272203,-1.560267822,-0.499926356,0.212119713,-1.368454007,-1.468603667,-2.340381097,-1.033367087,-1.144088497,-0.696603788,-1.180820127,-0.784292857,-0.721984667,0.693145663,-2.16256144,-0.546166017,-1.371468059,-1.377532347,-1.511092507,-1.030988014,-0.68635184,-1.307882252,-0.951658537,0.831850316,-0.40537172,-0.396954157,0.562830343,-2.928605322,-0.404978797,-2.643860162,-1.993670656,-0.990470747,-0.763055772,-0.770917617,-2.928085077,-3.843874547,-1.06199767,-0.935250867,-0.945357517,-2.999931662,0.341442463,0.880488773,-0.138141067,-2.296656169,-1.42173501,-1.219153967,-3.018775657,-0.464176377,0.712213743,-0.055714577,-0.383126254,-0.463619937,-2.555883307,-0.515120667,0.224599143,-0.829429951,0.276081671,-0.582567674,-3.153302117,-1.405101997,-1.011432459,1.291890393,0.047931193,-1.192356112,-0.641949771,-1.327770429,-0.685365228,-1.249226526,-4.182273767,-1.387969227,0.276633515,-2.148358937,-0.448167047,-1.539379948,-1.407928467,-1.623186317,-1.422938381,-2.042198237,-1.940867697,-0.661399187,-0.105864018,-2.355037497,-1.667978644,357.7029284,0,0,NA,0,0,0,0,0,12.03575072,0,0,0,0,30.65133265,111.6209852,0,0,1.72365947,118652.6782,0,0,NA,1.899443615,0,0,73.46082311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-131.138,55.185,Quesnel-S,Quesnel-S,MFR+GStr,842613.4229,0.753663718
170,Onne FitChip 2020,TM,3991,1000-0018-118-0684,Sockeye,Alaska,Alaska,High Seas,SW,MiddleShuswap,MiddleShuswap,10/15/08,NA,4-Fall,Wild,0.3045,0.6344,0.5159,0.9932,NA,NA,1,2,-3.781769066,-3.21678518,-4.527699846,2.264451082,1.300123204,2.349875608,2.150941557,0.549982545,0.053548205,0.990644715,-0.807262635,0.385447525,1.159344425,0.934029425,0.418781995,1.137496645,1.473857525,-0.566968235,0.921862265,0.756870785,1.877221673,1.219502265,0.632496655,1.115641596,1.951483385,1.690323194,1.085436745,1.096212855,0.706427846,3.525473945,1.683947215,0.96372533,1.150888435,-0.454123695,2.002379571,0.863244915,1.726767575,0.976482045,1.750013105,0.115811235,2.572918065,0.495479935,1.133230845,0.449742425,0.877525735,0.859639435,1.985152225,0.379358249,0.425918237,-0.029428355,-0.349823975,1.400301805,1.403380355,1.654627125,0.835204822,1.228891785,0.297870355,2.011374445,1.219068405,0.676575185,0.649572455,-0.339986815,-0.746122055,2.663719955,0.931220002,1.168007985,0.852998325,0.419946724,1.388822899,0.303962294,1.370172719,-1.089298445,0.296839385,-0.169764855,0.537998308,-2.258654515,-1.486096695,-0.067714685,3.524796721,0.669453415,-0.40846554,2.314426925,1.314589455,2.082512001,1.919263228,3.281767475,1.070486654,80274.57279,1.797865459,0,NA,0,0,0,0.158039427,NA,12.8098272,0,0,0,0.408585253,4.616013086,430.2186414,0,0,0,0,0,0,0,208.6795321,0,0,2458.295503,0,0,0,NA,0,0,0,0,0,NA,0,0,NA,0,0,-999,-133.107,57.044,Shuswap Complex-L,Shuswap Complex-L,STh+GStr,848999.3053,3.097085243
172,Onne FitChip 2020,TM,3994,1000-0042-118-0119,Sockeye,Freshwater,Lower Fraser River,Fraser River - Mission,FW,Chilko,Chilko,5/8/08,NA,2-Spring,Wild,0.0651,0.4628,0.1868,0.4368,NA,NA,0,3,-2.352644349,-0.945688573,-2.83725644,-1.643845342,-1.035620797,-0.794770785,-0.502357703,-0.203381299,-1.019306251,-2.706780041,0.241691949,-2.950005701,-1.813766561,-1.979492981,-1.722687051,-1.200264621,-1.074199571,0.329967599,-1.226603051,-1.593141501,-1.256721244,-1.147700971,0.264195419,-0.935577782,0.810324926,-0.966969052,-0.765712111,1.368387274,-1.45582285,1.147756409,0.919450269,-1.163360101,2.407896479,2.903373023,0.848377898,0.529627929,-0.005518249,0.976368952,0.388987507,-4.242974901,-0.340643157,0.922335459,1.734532289,-0.376427931,1.594313349,-0.516906271,-0.315774781,-1.070138446,-2.10260626,1.414787629,0.757836719,2.178809914,1.812532963,1.663460889,-0.555878992,0.415069729,-1.383310811,-0.071117271,-0.253678453,-2.770397121,-0.826310188,-2.296932071,-2.645077851,-1.098137261,0.716131364,4.864507709,0.927323431,-1.327808613,-1.254910217,-0.750252669,-1.20754519,-0.62877839,-2.413048561,-1.415445091,-0.024428977,-3.308126641,-2.968827881,-1.321439641,-0.048069425,-1.134297581,-2.80206942,0.080120089,-2.249204331,0.033656859,0.532126609,0.327204859,0.308532316,758963.9719,0,0,NA,0,0,0,0,NA,3229.998922,0,0,0,0,185452.9653,-999,5.655090626,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,-999,0,0,NA,0,0,NA,0,0,0,NA,NA,Chilko-S,Chilko-S,MFR+GStr,NA,NA
