"","Unique","Ewatch","Prog","SWFW","Year","Date","DOY","days","Stock","Stock_Analysis","Stock_Region","Stock_Group","Stock_Area","SEASON1","Length","Mass","K","logK","Sex","Catch_Region","Zone","Latitude","Longitude","Tissue","LOD","Value","hkg","ae_hyd","ae_sal","arena1","arena2","ascv","aspv","Bafini_b","c_b_cys","ce_sha","Circo.virus","cov","cr_sal","ctv","de_sal","fa_mar","fl_psy","gy_sal","Hantavirus","ic_hof","ic_mul","IcD","ihnv","ipnv","isav7","isav8","ku_thy","lo_sal","mitov","mo_vis","my_arc","my_cer","my_ins","na_sal","ne_per","Nido2_a","nu_sal","omv","ortho","pa_kab","pa_min","pa_pse","pa_ther","pch_sal","Picorna2_virus","pisck_sal","pmcv","prv","pspv","Qin","re_sal","reov","Rhabdo3_virus","rlo","Salmovirus","sav","sch","SGPV","smallUK","sp_des","sp_sal","te_bry","te_mar","toti","ven","ver","vhsv","vi_ang","vi_sal","ye_ruc"
"5881","1000-0071-118-7647",0,"PARR","SW",2011,"6/22/11",173,1009,"Harrison","Harrison-Widgeon","Harrison-Widgeon","Harrison-Widgeon","Harrison-Widgeon","Summer",119,14.5,0.860452931,-3.065272882,"M","VIN","ECVI",50.36405,-125.3862833,"Mixed","NO","AvgCopy",9.25e+29,NA,0,0,0,0,NA,NA,257.6875088,0,0,0,0,0,0,0,0,NA,NA,0,0,0.257287237,0,NA,NA,NA,0,0,0,NA,1.670127948,NA,0,0,0,NA,NA,NA,0,0,0,0,15.27806033,0,0,0,NA,0,10.94780983,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"5891","1000-0071-118-7648",0,"PARR","SW",2011,"6/22/11",173,1009,"Harrison","Harrison-Widgeon","Harrison-Widgeon","Harrison-Widgeon","Harrison-Widgeon","Summer",134,22.5,0.935121674,-3.029131877,"M","VIN","ECVI",50.42925,-125.4901667,"Mixed","NO","AvgCopy",2e+32,NA,0,0,0,0,NA,NA,8099.923051,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,232877.013,NA,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,0,3798.226346,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"5901","1000-0071-118-7650",0,"PARR","SW",2011,"6/23/11",174,1010,"Bivouac","Early Stuart","Upper Fraser","Upper Fraser","Fraser","Summer",117,15,0.936555835,-3.028466326,"U","VIN","ECVI",50.47226667,-126.0538667,"Mixed","NO","AvgCopy",27258.45384,NA,0,0,0,0,NA,NA,17.09697998,0,0,0,0,0,0,0,0,NA,NA,0,0,477.6351072,0,NA,NA,NA,0,0,0,NA,0,NA,0,0,0,NA,NA,NA,0,0,67.1688561,0,0,0,0,0,NA,0,49396.941,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"5911","1000-0071-118-7651",0,"PARR","SW",2011,"6/23/11",174,1010,"Birkenhead","Birkenhead","Lower Fraser","Lower Fraser","Fraser","Summer",119,15.5,0.919794512,-3.036309186,"U","VIN","ECVI",50.47226667,-126.0538667,"Mixed","NO","AvgCopy",7.155128076,NA,0,0,0,0,NA,NA,6767.784662,0,0,0,0,0,0,0,0,NA,NA,0,0,791.2129456,0,NA,NA,NA,0,0,0,NA,0,NA,0,0,0,NA,NA,NA,0,0,0,5.242643194,4.483006319,0,0,0,NA,0,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"5921","1000-0071-118-7652",0,"PARR","SW",2011,"6/23/11",174,1010,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Summer",125,17.5,0.896,-3.04769199,"U","VIN","ECVI",50.47226667,-126.0538667,"Mixed","NO","AvgCopy",7.27e+26,NA,0,0,0,0,NA,NA,2789.40899,0,0,0,0,0,0,0,0,NA,NA,0,0,13.85498855,0,NA,NA,NA,0,0,0,NA,52508.2836,NA,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,0,717.9208771,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"5931","1000-0071-118-7662",0,"PARR","SW",2011,"6/23/11",174,1010,"Mitchell","Quesnel","Middle Fraser","Middle Fraser","Fraser","Summer",133,19.5,0.828857151,-3.081520312,"U","VIN","ECVI",50.44986667,-126.0856167,"Mixed","NO","AvgCopy",10.16346745,NA,0,0,0.119314078,0,NA,NA,20135.14419,0,0,0,0,0,0,0,0,NA,NA,0,0,231.1379722,0,NA,NA,NA,0,0,0,NA,8979.03878,NA,0,0,0,NA,NA,NA,0,0,0,0,9.239086495,0,0,0,NA,0,224.3616167,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"5941","1000-0071-118-7663",0,"PARR","SW",2011,"6/23/11",174,1010,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Summer",135,21.5,0.873850531,-3.058562846,"U","VIN","ECVI",50.44986667,-126.0856167,"Mixed","NO","AvgCopy",6.82e-05,NA,0,0,2.537821953,0,NA,NA,149188.1577,0,0,0,0,0,0,0,0,NA,NA,0,0,5816.779002,0,NA,NA,NA,0,0,0,NA,94934.78075,NA,0,0,0,NA,NA,NA,0,0,0,1.475921181,0,0,0,0,NA,0,253.3410507,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"5951","1000-0071-118-7664",0,"PARR","SW",2011,"6/23/11",174,1010,"Tachie","Late Stuart","Upper Fraser","Upper Fraser","Fraser","Summer",112,12,0.854136297,-3.068472822,"U","VIN","ECVI",50.44986667,-126.0856167,"Mixed","NO","AvgCopy",2.84e-06,NA,0,0,0.66832494,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,13.0745657,0,NA,NA,NA,0,0,0,NA,114.369006,NA,0,0,0,NA,NA,NA,0,0,0,0,22.35435295,0,0,0,NA,0,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"5961","1000-0071-118-7665",0,"PARR","SW",2011,"6/23/11",174,1010,"Seymour","Seymour","Lower Fraser","Lower Fraser","Fraser","Summer",124,16,0.839179618,-3.076145073,"U","VIN","ECVI",50.44986667,-126.0856167,"Mixed","NO","AvgCopy",188.1539915,NA,0,0,0.406533297,0,NA,NA,151402.3899,0,0,0,0,0,0,0,0,NA,NA,0,0,23973.34995,0,NA,NA,NA,0,0,0,NA,0,NA,0,0,0,NA,NA,NA,0,0,0,0,5.184267387,0,0,0,NA,0,4395.819044,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"5971","1000-0071-118-7667",0,"PARR","SW",2011,"6/23/11",174,1010,"L Adams","Late Shuswap","Thompson","Thompson","Thompson","Summer",129,19,0.88508396,-3.05301553,"U","VIN","ECVI",50.40716667,-125.8754333,"Mixed","NO","AvgCopy",543831.1955,NA,0,0,0,0,NA,NA,2517.910728,0,0,0,0,0,0,0,0,NA,NA,0,0,3203.202502,0,NA,NA,NA,0,0,0,NA,0,NA,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,0,1748.212997,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"5981","1000-0071-118-7668",0,"PARR","SW",2011,"6/23/11",174,1010,"Blue Lead Cr","Quesnel","Middle Fraser","Middle Fraser","Fraser","Summer",120,16,0.925925926,-3.033423755,"U","VIN","ECVI",50.40716667,-125.8754333,"Mixed","NO","AvgCopy",1.02e-07,NA,0,0,0,0,NA,NA,6995.308997,0,0,0,0,NA,0,0,0,NA,NA,0,0,1.276569372,0,NA,NA,NA,0,0,0,NA,830898.191,NA,0,0,0,NA,NA,NA,0,0,0,0.006116707,0,0,0,0,NA,0,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"599","1000-0071-118-7669",0,"PARR","SW",2011,"6/23/11",174,1010,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Summer",122,17.5,0.963737053,-3.016041443,"U","VIN","ECVI",50.40716667,-125.8754333,"Mixed","NO","AvgCopy",6.92e-09,NA,0,0,0.086861272,0,NA,NA,31850.22739,0,0,0,0,0,0,0,0,NA,NA,0,0,191.7218059,0,NA,NA,NA,0,0,0,NA,323683.9266,NA,0,0,0,NA,NA,NA,0,0,0,0.021669863,0,0,0,0,NA,0,3517.880475,0,0,0,2.415141719,0,NA,NA,3.33359925,0,0,0,NA,0,0,0,0,0,0,0,0,0
"6001","1000-0071-118-7690",0,"PARR","SW",2011,"6/25/11",176,1012,"Chilko south","Chilko","Middle Fraser","Middle Fraser","Fraser","Summer",118,15,0.912946309,-3.039554763,"U","VIS","ECVI",49.92168333,-125.0676833,"Mixed","NO","AvgCopy",7.8e-09,NA,0,0,0,0,NA,NA,263744.3676,0,0,0,0,0,0,0,0,NA,NA,0,0,232.083461,0,NA,NA,NA,0,0,0,NA,2407991.177,NA,0,0,0,NA,NA,NA,0,0,26.34078675,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"6011","1000-0071-118-7691",0,"PARR","SW",2011,"6/25/11",176,1012,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Summer",115,12.5,0.821895291,-3.085183508,"U","VIS","ECVI",49.92168333,-125.0676833,"Mixed","NO","AvgCopy",184.0018325,NA,0,0,0,0,NA,NA,31222.75532,0,0,0,0,0,0,0,0,NA,NA,0,0,3384627.33,0,NA,NA,NA,0,0,0,NA,40092.75604,NA,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,0,207.8272318,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"6021","1000-0071-118-7693",0,"PARR","SW",2011,"6/25/11",176,1012,"Chilko south","Chilko","Middle Fraser","Middle Fraser","Fraser","Summer",104,10,0.888996359,-3.051100018,"U","VIS","ECVI",49.84841667,-124.9734,"Mixed","NO","AvgCopy",460.0106633,NA,0,0,0,0,NA,NA,87528.5896,0,0,0,0,0,0,0,0,NA,NA,0,0,11427177.82,4596.193336,NA,NA,NA,0,0,0,NA,224088.4817,NA,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,0,109.0322558,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"6031","1000-0071-118-7694",0,"PARR","SW",2011,"6/25/11",176,1012,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Summer",85,6,0.976999796,-3.010105527,"U","VIS","ECVI",49.84841667,-124.9734,"Mixed","NO","AvgCopy",0.000390238,NA,0,0,0,0,NA,NA,21617.32875,0,0,0,0,0,0,0,0,NA,NA,0,0,205.4154911,0,NA,NA,NA,0,0,0,NA,101694.3032,NA,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,0,27414.65238,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,0,0,0.612562656,0,0,0,0,0
"6041","1000-0071-118-7703",0,"PARR","SW",2011,"6/25/11",176,1012,"Tachie","Late Stuart","Upper Fraser","Upper Fraser","Fraser","Summer",130,16,0.728265817,-3.137710074,"U","VIS","ECVI",49.77538333,-124.9314,"Mixed","NO","AvgCopy",9.52e-05,NA,0,0,0.44301433,0,NA,NA,4187.541413,0,0,0,0,0,0,0,0,NA,NA,0,0,722662.4562,0,NA,NA,NA,0,0,0,NA,0,NA,0,0,0,NA,NA,NA,0,0,8255.506684,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"6051","1000-0071-118-7712",0,"PARR","SW",2011,"6/25/11",176,1012,"WidgeonSlough","Harrison-Widgeon","Harrison-Widgeon","Harrison-Widgeon","Harrison-Widgeon","Summer",125,18.5,0.9472,-3.023558311,"U","VIS","ECVI",49.77683333,-124.8112833,"Mixed","NO","AvgCopy",0.001883383,NA,0,0,13175312.14,0,NA,NA,34810.16009,0,0,0,0,0,0,0,0,NA,NA,0,0,613802.4584,0,NA,NA,NA,0,0,0,NA,24.71458319,NA,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"6061","1000-0071-118-7715",0,"PARR","SW",2011,"6/25/11",176,1012,"Harrison","Harrison-Widgeon","Harrison-Widgeon","Harrison-Widgeon","Harrison-Widgeon","Summer",147,24.5,0.77128357,-3.11278592,"U","VIS","ECVI",49.55623333,-124.6660333,"Mixed","NO","AvgCopy",7.35e-06,NA,0,0,1.053255371,0,NA,NA,203499.2444,0,0,0,0,0,0,0,0,NA,NA,0,0,19144.50117,0,NA,NA,NA,0,0,0,NA,0,NA,0,0,0,NA,NA,NA,0,0,0,0,143.7101529,0,0,0,NA,0,0,0,0,0,0,0,NA,NA,8.598510639,0,0,0,NA,0,0,0,0,0,0,0,0,0
"6071","1000-0071-118-7721",0,"PARR","SW",2011,"6/25/11",176,1012,"Harrison","Harrison-Widgeon","Harrison-Widgeon","Harrison-Widgeon","Harrison-Widgeon","Summer",133,20.5,0.871362645,-3.059801062,"U","VIS","ECVI",49.4327,-124.4615167,"Mixed","NO","AvgCopy",0.02317624,NA,0,0,0,0,NA,NA,4946.817081,0,0,0,0,0,0,0,0,NA,NA,0,0,42.49531747,0,NA,NA,NA,0,0,0,NA,1792.52653,NA,0,0,0,NA,NA,NA,0,0,0,3.763512971,0,0,0,0,NA,0,29661.22702,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"6081","1000-0073-118-9265",0,"PARR","SW",2012,"6/13/12",165,1366,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Summer",95,NA,NA,NA,"U","VIN","ECVI",50.3491,-125.4867,"Mixed","NO","AvgCopy",9549943.114,0,0,NA,825.5125648,NA,NA,NA,646.4333484,0,0,NA,0,NA,0,0,0,0,NA,0,0,525202.9064,0,0,0,0,0,0,NA,0,268858.4555,NA,0,0,0,NA,0,0,NA,0,0,0.286246354,33.16622639,0,0,0,0,0,1465.829034,0,0,NA,0,0,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0
"6091","1000-0073-118-9266",0,"PARR","SW",2012,"6/13/12",165,1366,"Scotch","Scotch","Thompson","Thompson","Thompson","Summer",100,NA,NA,NA,"U","VIN","ECVI",50.3491,-125.4867,"Mixed","NO","AvgCopy",620996485,0,0,NA,0,NA,NA,NA,29311.71448,0,0,NA,0,NA,0,0,0,0,NA,0,0,900255.9231,0,0,0,0,0,0,NA,0,4.252090452,NA,0,0,0,NA,0,0,NA,0,0,0,2.458536789,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0
"6101","1000-0073-118-9268",0,"PARR","SW",2012,"6/13/12",165,1366,"L Shuswap","Late Shuswap","Thompson","Thompson","Thompson","Summer",97,NA,NA,NA,"U","VIN","ECVI",50.3491,-125.4867,"Mixed","NO","AvgCopy",2249.056036,0,0,NA,1734005.855,NA,NA,NA,7583.68185,0,0,NA,0,NA,0,0,0,0,NA,0,0,13237.89929,0,0,0,0,0,0,NA,0,0,NA,0,0,0,NA,0,0,NA,0,9.322225445,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0
"6111","1000-0073-118-9269",0,"PARR","SW",2012,"6/13/12",165,1366,"L Shuswap","Late Shuswap","Thompson","Thompson","Thompson","Summer",105,NA,NA,NA,"U","VIN","ECVI",50.3491,-125.4867,"Mixed","NO","AvgCopy",920953417,0,0,NA,117.670252,NA,NA,NA,234767.0062,0,0,NA,0,NA,0,0,0,0,NA,0,0,252703.605,0,0,0,0,0,0,NA,0,9.927301925,NA,0,0,0,NA,0,0,NA,2.838649791,0,0,8.555349251,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0
"612","1000-0073-118-9270",0,"PARR","SW",2012,"6/14/12",166,1367,"L Shuswap","Late Shuswap","Thompson","Thompson","Thompson","Summer",117,NA,NA,NA,"U","VIN","ECVI",50.46951667,-126.0291,"Mixed","NO","AvgCopy",153773.5876,0,0,NA,1.196982183,NA,NA,NA,121.87092,0,0,NA,0,NA,0,0,0,0,NA,0,0,3.122721241,0,0,0,0,0,0,NA,0,114626.6834,NA,0,0,0,NA,0,0,NA,0,35.86151577,0,0,0,0,0,0,0,0.562465968,0,0,NA,0,0,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0
"6131","1000-0073-118-9271",0,"PARR","SW",2012,"6/14/12",166,1367,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Summer",118,NA,NA,NA,"U","VIN","ECVI",50.46951667,-126.0291,"Mixed","NO","AvgCopy",2689409.932,0,0,NA,3.344216783,NA,NA,NA,23415.45986,0,0,NA,0,NA,0,0,0,0,NA,0,0,2171678.914,0,0,0,0,0,0,NA,0,78522.04756,NA,0,0,0,NA,0,0,NA,0,9176.749262,0,19.59749184,0,0,0,0,0,1578.71128,0,0,NA,0,0,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0
"6141","1000-0073-118-9272",0,"PARR","SW",2012,"6/14/12",166,1367,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Summer",105,NA,NA,NA,"U","VIN","ECVI",50.43543333,-126.0374667,"Mixed","NO","AvgCopy",0.173667367,0,0,NA,2.915270421,NA,NA,NA,28.34351124,0,0,NA,0,NA,0,0,0,0,NA,0,0,57.63508772,0,0,0,0,0,0,NA,0,31090.53645,NA,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0
"6151","1000-0073-118-9273",0,"PARR","SW",2012,"6/14/12",166,1367,"L Shuswap","Late Shuswap","Thompson","Thompson","Thompson","Summer",111,NA,NA,NA,"U","VIN","ECVI",50.43543333,-126.0374667,"Mixed","NO","AvgCopy",0.953686468,0,0,NA,1.29928109,NA,NA,NA,18312.58381,0,0,NA,0,NA,0,0,0,0,NA,0,0,3.758985332,0,0,0,0,0,0,NA,0,0,NA,0,0,0,NA,0,0,NA,0,0,0,4.224237223,0,0,0,0,0,4682.684074,0,0,NA,0,0,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0
"6161","1000-0073-118-9274",0,"PARR","SW",2012,"6/14/12",166,1367,"L Shuswap","Late Shuswap","Thompson","Thompson","Thompson","Summer",94,NA,NA,NA,"U","VIN","ECVI",50.43543333,-126.0374667,"Mixed","NO","AvgCopy",1080640.649,0,0,NA,7912602.665,NA,NA,NA,90221.98971,0,0,NA,0,NA,0,0,0,0,NA,0,0,152.1495719,0,0,0,0,0,0,NA,0,0,NA,0,0,0,NA,0,0,NA,0,0,0,10.03125606,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0
"617","1000-0073-118-9276",0,"PARR","SW",2012,"6/14/12",166,1367,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Summer",117,NA,NA,NA,"U","VIN","ECVI",50.43543333,-126.0374667,"Mixed","NO","AvgCopy",1122715.042,0,0,NA,0.225872802,NA,NA,NA,54825.29863,0,0,NA,0,NA,0,0,0,0,NA,0,0,1328055.825,0,0,0,0,0,0,NA,0,240820.6925,NA,0,0,0,NA,0,0,NA,0,0,0,0.273898058,0,0,0,0,0,2987.350415,0,0,NA,0,0,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0
"6181","1000-0073-118-9277",0,"PARR","SW",2012,"6/14/12",166,1367,"Pitt","Pitt","Lower Fraser","Lower Fraser","Fraser","Summer",102,NA,NA,NA,"U","VIN","ECVI",50.42301667,-125.99715,"Mixed","NO","AvgCopy",0.92921648,0,0,NA,1351.028716,NA,NA,NA,105.3969746,0,0,NA,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,11.60858377,NA,0,0,0,NA,0,0,NA,0,0,0,0.100161054,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0
"6191","1000-0073-118-9278",0,"PARR","SW",2012,"6/14/12",166,1367,"Quesnel Horsef","Quesnel","Middle Fraser","Middle Fraser","Fraser","Summer",99,NA,NA,NA,"U","VIN","ECVI",50.42301667,-125.99715,"Mixed","NO","AvgCopy",2.12e-17,0,0,NA,0,NA,NA,NA,195.3327784,0,0,NA,0,NA,0,0,0,0,NA,0,0,5.347407357,0,0,0,0,0,0,NA,0,2763.575078,NA,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0
"6201","1000-0073-118-9279",0,"PARR","SW",2012,"6/14/12",166,1367,"L Shuswap","Late Shuswap","Thompson","Thompson","Thompson","Summer",94,NA,NA,NA,"U","VIN","ECVI",50.42301667,-125.99715,"Mixed","NO","AvgCopy",17101.60005,0,0,NA,0,NA,NA,NA,1606.130148,0,0,NA,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,NA,0,0,NA,0,128.7754367,0,15.67971686,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0
"6211","1000-0073-118-9280",0,"PARR","SW",2012,"6/14/12",166,1367,"MiddleShuswap","Late Shuswap","Thompson","Thompson","Thompson","Summer",100,NA,NA,NA,"U","VIN","ECVI",50.42301667,-125.99715,"Mixed","NO","AvgCopy",10624.83478,0,0,NA,0,NA,NA,NA,7830.726306,0,0,NA,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,2.284828214,NA,0,0,0,NA,0,0,NA,0,38.19236561,0,0.161545274,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0
"6221","1000-0073-118-9281",0,"PARR","SW",2012,"6/14/12",166,1367,"Raft","Raft","Thompson","Thompson","Thompson","Summer",106,NA,NA,NA,"U","VIN","ECVI",50.42301667,-125.99715,"Mixed","NO","AvgCopy",37937.78818,0,0,NA,0,NA,NA,NA,8738.971277,0,0,NA,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,59444.29181,NA,0,0,0,NA,0,0,NA,0,0,1.261897561,0,0,0,0,0,0,543.5465248,0,0,NA,0,0,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0
"6231","1000-0073-118-9282",0,"PARR","SW",2012,"6/14/12",166,1367,"MiddleShuswap","Late Shuswap","Thompson","Thompson","Thompson","Summer",99,NA,NA,NA,"U","VIN","ECVI",50.42301667,-125.99715,"Mixed","NO","AvgCopy",586049.4074,0,0,NA,0,NA,NA,NA,6918.315587,0,0,NA,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,NA,0,0,NA,0,21742.03234,0,27.43975981,0,0,0,0,0,512.7871966,0,0,NA,0,0,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0
"6241","1000-0073-118-9283",0,"PARR","SW",2012,"6/14/12",166,1367,"Sandpoint","Early Stuart","Upper Fraser","Upper Fraser","Fraser","Summer",116,NA,NA,NA,"U","VIN","ECVI",50.44665,-125.9645833,"Mixed","NO","AvgCopy",86363.54479,0,0,NA,0,NA,NA,NA,17.76381762,0,0,NA,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,225.5343764,NA,0,0,0,NA,0,0,NA,0,0,0,8.502591242,0,0,0,0,0,1223.509398,0,0,NA,0,0,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0
"6251","1000-0073-118-9285",0,"PARR","SW",2012,"6/14/12",166,1367,"Quesnel Horsef","Quesnel","Middle Fraser","Middle Fraser","Fraser","Summer",123,NA,NA,NA,"U","VIN","ECVI",50.44665,-125.9645833,"Mixed","NO","AvgCopy",595080.545,0,0,NA,0,NA,NA,NA,53.20763449,0,0,NA,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,276296.8518,NA,0,0,0,NA,0,0,NA,0,697.3726804,0,12.38982213,0,0,0,0,0,15281.25804,0,0,NA,0,0,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0
"6261","1000-0073-118-9286",0,"PARR","SW",2012,"6/14/12",166,1367,"L Adams","Late Shuswap","Thompson","Thompson","Thompson","Summer",107,NA,NA,NA,"U","VIN","ECVI",50.44665,-125.9645833,"Mixed","NO","AvgCopy",4884488.036,0,0,NA,0,NA,NA,NA,118727.0843,0,0,NA,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,NA,0,0,NA,0,7598.547628,0,74.76041522,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0
"6271","1000-0073-118-9287",0,"PARR","SW",2012,"6/14/12",166,1367,"L Shuswap","Late Shuswap","Thompson","Thompson","Thompson","Summer",92,NA,NA,NA,"U","VIN","ECVI",50.47263333,-125.9090333,"Mixed","NO","AvgCopy",21894719.34,0,0,NA,0,NA,NA,NA,1392.025873,0,0,NA,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0.31860134,NA,0,0,0,NA,0,0,NA,0.60633805,0,0,13.9737879,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0
"6281","1000-0073-118-9288",0,"PARR","SW",2012,"6/14/12",166,1367,"U Horsefly","Quesnel","Middle Fraser","Middle Fraser","Fraser","Summer",113,NA,NA,NA,"U","VIN","ECVI",50.47263333,-125.9090333,"Mixed","NO","AvgCopy",3.17e+17,0,0,NA,1.411861585,NA,NA,NA,61414.73625,0,0,NA,0,NA,0,0,0,0,NA,0,0,17105.22692,0,0,0,0,0,0,NA,0,797210.755,NA,0,0,0,NA,0,0,NA,0,202.7419727,0,2.423980393,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0
"6291","1000-0073-118-9289",0,"PARR","SW",2012,"6/14/12",166,1367,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Summer",103,NA,NA,NA,"U","VIN","ECVI",50.47263333,-125.9090333,"Mixed","NO","AvgCopy",3.91e+17,0,0,NA,160.3339238,NA,NA,NA,31173.79219,0,0,NA,0,NA,0,0,0,0,NA,0,0,1457.540871,0,0,0,0,0,0,NA,0,439890.8862,NA,0,0,0,NA,0,0,NA,0,1.82750249,0,18.94773577,0,0,0,0,0,3287.688934,0,0,NA,0,0,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0
"6301","1000-0073-118-9290",0,"PARR","SW",2012,"6/14/12",166,1367,"Seymour","Seymour","Lower Fraser","Lower Fraser","Fraser","Summer",106,NA,NA,NA,"U","VIN","ECVI",50.47263333,-125.9090333,"Mixed","NO","AvgCopy",4.29e+18,0,0,NA,14.70150987,NA,NA,NA,193000.4523,0,0,NA,0,NA,0,0,0,0,NA,0,0,2162.842582,0,0,0,0,0,0,NA,0,0,NA,0,0,0,NA,0,0,NA,0,0,0,49.32407221,0,0,0,0,0,81882.46107,0,0,NA,0,0,NA,0,1.416903941,NA,NA,0,0,0,0,NA,0,0,0,0,0,0
